date,jour,heure,salle,lieu,cours,statut,places_restantes,capacite,presents,locked,finie,releve
2026-07-01,Mercredi,17:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-01 10:19
2026-07-01,Mercredi,17:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-01 10:19
2026-07-01,Mercredi,17:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-01 16:53
2026-07-01,Mercredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,complet,0,25,25,True,False,2026-07-01 13:40
2026-07-01,Mercredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-01 16:53
2026-07-01,Mercredi,18:30,The Hot Room,The Hot Room,Burning Flow Nina,disponible,,25,0,True,False,2026-07-01 13:40
2026-07-01,Mercredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-01 16:53
2026-07-01,Mercredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-01 13:40
2026-07-01,Mercredi,19:30,The Hot Room,The Hot Room,Burning Rituals Nina,disponible,,25,0,True,True,2026-07-01 19:22
2026-07-01,Mercredi,20:30,The Hot Room,The Hot Room,Burning Core Shape Carla,presque complet,1,25,24,True,False,2026-07-01 19:22
2026-07-01,Mercredi,21:30,The Hot Room,The Hot Room,Burning Core Shape SCULPTING Carla,presque complet,1,25,24,True,True,2026-07-01 21:23
2026-07-02,Jeudi,07:45,The Hot Room,The Hot Room,Burning Core Shape Louise,disponible,,25,0,True,False,2026-07-02 00:49
2026-07-02,Jeudi,08:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-02 00:49
2026-07-02,Jeudi,08:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-02 00:49
2026-07-02,Jeudi,08:45,The Hot Room,The Hot Room,Burning Core Shape Louise,presque complet,1,25,24,True,False,2026-07-02 00:49
2026-07-02,Jeudi,09:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-02 00:49
2026-07-02,Jeudi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-02 00:49
2026-07-02,Jeudi,10:00,The Hot Room,The Hot Room,Burning Core Shape Laura,presque complet,1,25,24,True,False,2026-07-02 09:38
2026-07-02,Jeudi,10:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-02 09:38
2026-07-02,Jeudi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-02 09:38
2026-07-02,Jeudi,11:00,The Hot Room,The Hot Room,Burning Core Shape Laura,complet,0,25,25,True,False,2026-07-02 00:49
2026-07-02,Jeudi,11:30,The Hot Room,The Hot Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-02 00:49
2026-07-02,Jeudi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-02 00:49
2026-07-02,Jeudi,12:15,The Hot Room,The Hot Room,Full Body On Fire Jeremie,complet,0,25,25,True,False,2026-07-02 09:38
2026-07-02,Jeudi,12:30,The Hot Room,The Hot Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-02 09:38
2026-07-02,Jeudi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-02 09:38
2026-07-02,Jeudi,13:15,The Hot Room,The Hot Room,Full Body On Fire Jeremie,disponible,,25,0,True,False,2026-07-02 12:49
2026-07-02,Jeudi,14:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-02 00:49
2026-07-02,Jeudi,15:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-02 15:03
2026-07-02,Jeudi,16:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,disponible,,25,0,True,False,2026-07-02 15:03
2026-07-02,Jeudi,17:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,disponible,,25,0,True,False,2026-07-02 15:03
2026-07-02,Jeudi,18:30,The Hot Room,The Hot Room,Burning Core Shape Marguerite,disponible,,25,0,True,False,2026-07-02 17:54
2026-07-02,Jeudi,19:30,The Hot Room,The Hot Room,Burning Core Shape Marguerite,disponible,,25,0,True,False,2026-07-02 17:54
2026-07-02,Jeudi,20:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-02 19:59
2026-07-02,Jeudi,21:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-02 17:54
2026-07-03,Vendredi,07:45,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-07-03 00:40
2026-07-03,Vendredi,08:45,The Hot Room,The Hot Room,Burning Core Shape Capucine,presque complet,1,25,24,True,False,2026-07-03 00:40
2026-07-03,Vendredi,09:45,The Hot Room,The Hot Room,Burning Core Shape Laura,disponible,,25,0,True,False,2026-07-03 09:31
2026-07-03,Vendredi,10:45,The Hot Room,The Hot Room,Burning Core Shape Laura,presque complet,1,25,24,True,False,2026-07-03 09:31
2026-07-03,Vendredi,12:15,The Hot Room,The Hot Room,Burning Barre Lou,disponible,,25,0,True,False,2026-07-03 09:31
2026-07-03,Vendredi,13:15,The Hot Room,The Hot Room,Burning Core Shape Lou,disponible,,25,0,True,False,2026-07-03 12:46
2026-07-03,Vendredi,14:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-03 12:46
2026-07-03,Vendredi,15:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-03 15:02
2026-07-03,Vendredi,16:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,False,2026-07-03 12:46
2026-07-03,Vendredi,17:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,False,2026-07-03 15:02
2026-07-03,Vendredi,18:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,False,2026-07-03 17:35
2026-07-03,Vendredi,19:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,False,2026-07-03 15:02
2026-07-04,Samedi,09:30,The Hot Room,The Hot Room,Semi - private reformer Mattis,disponible,,25,0,True,False,2026-07-04 08:54
2026-07-04,Samedi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Mattis,disponible,,25,0,True,False,2026-07-04 08:54
2026-07-04,Samedi,10:30,The Hot Room,The Hot Room,Semi - private reformer Mattis,disponible,,25,0,True,False,2026-07-04 00:37
2026-07-04,Samedi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Mattis,disponible,,25,0,True,False,2026-07-04 00:37
2026-07-04,Samedi,11:00,The Hot Room,The Hot Room,Burning Flow Félicie,disponible,,25,0,True,False,2026-07-04 00:37
2026-07-04,Samedi,12:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,presque complet,1,25,24,True,False,2026-07-04 11:28
2026-07-04,Samedi,13:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-04 08:54
2026-07-04,Samedi,16:00,The Hot Room,The Hot Room,Burning Core Shape SCULPTING Carla,disponible,,25,0,True,False,2026-07-04 14:46
2026-07-04,Samedi,16:30,The Hot Room,The Hot Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-07-04 13:08
2026-07-04,Samedi,16:30,The Reformer Room,The Reformer Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-07-04 14:46
2026-07-04,Samedi,17:00,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-07-04 16:43
2026-07-04,Samedi,17:30,The Hot Room,The Hot Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-07-04 14:46
2026-07-04,Samedi,17:30,The Reformer Room,The Reformer Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-07-04 14:46
2026-07-04,Samedi,18:00,The Hot Room,The Hot Room,Full Body On Fire Clémentine,disponible,,25,0,True,False,2026-07-04 16:43
2026-07-04,Samedi,18:30,The Hot Room,The Hot Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-07-04 18:11
2026-07-04,Samedi,18:30,The Reformer Room,The Reformer Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-07-04 18:11
2026-07-04,Samedi,19:00,The Hot Room,The Hot Room,Full Body On Fire Clémentine,disponible,,25,0,True,False,2026-07-04 18:11
2026-07-05,Dimanche,09:45,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,presque complet,1,25,24,True,False,2026-07-05 09:34
2026-07-05,Dimanche,09:45,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-05 09:34
2026-07-05,Dimanche,10:00,The Hot Room,The Hot Room,Burning Flow Marine,presque complet,1,25,24,True,False,2026-07-05 00:05
2026-07-05,Dimanche,10:45,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-05 09:34
2026-07-05,Dimanche,10:45,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-05 00:05
2026-07-05,Dimanche,11:00,The Hot Room,The Hot Room,Burning Flow Marine,presque complet,1,25,24,True,False,2026-07-05 09:34
2026-07-05,Dimanche,12:15,The Hot Room,The Hot Room,Burning Barre Sirine,complet,0,25,25,True,False,2026-07-05 09:34
2026-07-05,Dimanche,13:15,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-07-05 12:24
2026-07-05,Dimanche,16:00,The Hot Room,The Hot Room,Full Body On Fire Sirine,disponible,,25,0,True,False,2026-07-05 13:57
2026-07-05,Dimanche,17:00,The Hot Room,The Hot Room,Full Body On Fire Sirine,disponible,,25,0,True,False,2026-07-05 16:00
2026-07-05,Dimanche,18:00,The Hot Room,The Hot Room,Burning Core Shape Soukaïna,disponible,,25,0,True,False,2026-07-05 17:49
2026-07-05,Dimanche,19:00,The Hot Room,The Hot Room,Burning Core Shape Soukaïna,disponible,,25,0,True,False,2026-07-05 17:49
2026-07-05,Dimanche,20:00,The Hot Room,The Hot Room,Burning Flow Félicie,disponible,,25,0,True,False,2026-07-05 19:22
2026-07-06,Lundi,11:00,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-07-06 10:38
2026-07-06,Lundi,12:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,presque complet,1,25,24,True,False,2026-07-06 10:38
2026-07-06,Lundi,16:30,The Hot Room,The Hot Room,Full Body On Fire Nathanael,presque complet,1,25,24,True,False,2026-07-06 14:55
2026-07-06,Lundi,17:30,The Hot Room,The Hot Room,Full Body On Fire Nathanael,complet,0,25,25,True,False,2026-07-06 14:55
2026-07-06,Lundi,18:30,The Hot Room,The Hot Room,Burning Core Shape Melissa,complet,0,25,25,True,True,2026-07-06 18:26
2026-07-06,Lundi,19:30,The Hot Room,The Hot Room,Burning Core Shape Melissa,complet,0,25,25,True,False,2026-07-06 14:55
2026-07-06,Lundi,20:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,complet,0,25,25,True,False,2026-07-06 14:55
2026-07-06,Lundi,21:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,presque complet,1,25,24,True,False,2026-07-06 18:26
2026-07-07,Mardi,07:00,The Hot Room,The Hot Room,Full Body On Fire Clémentine,complet,0,25,25,True,False,2026-07-07 00:00
2026-07-07,Mardi,08:00,The Hot Room,The Hot Room,Full Body On Fire Clémentine,presque complet,1,25,24,True,False,2026-07-07 00:00
2026-07-07,Mardi,09:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-07 00:00
2026-07-07,Mardi,10:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-07 09:49
2026-07-07,Mardi,11:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-07 09:49
2026-07-07,Mardi,11:30,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-07 09:49
2026-07-07,Mardi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-07 09:49
2026-07-07,Mardi,12:15,The Hot Room,The Hot Room,Full Body On Fire Lou,disponible,,25,0,True,False,2026-07-07 09:49
2026-07-07,Mardi,12:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie • Reformer,complet,0,25,25,True,False,2026-07-07 09:49
2026-07-07,Mardi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie • Reformer,complet,0,25,25,True,False,2026-07-07 09:49
2026-07-07,Mardi,13:15,The Hot Room,The Hot Room,Full Body On Fire Lou,disponible,,25,0,True,False,2026-07-07 09:49
2026-07-07,Mardi,13:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie,disponible,,25,0,True,False,2026-07-07 13:16
2026-07-07,Mardi,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie,disponible,,25,0,True,False,2026-07-07 13:16
2026-07-07,Mardi,14:30,The Hot Room,The Hot Room,Burning Barre Angélique,disponible,,25,0,True,False,2026-07-07 09:49
2026-07-07,Mardi,15:30,The Hot Room,The Hot Room,Burning Barre Angélique,disponible,,25,0,True,False,2026-07-07 09:49
2026-07-07,Mardi,17:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-07 15:37
2026-07-07,Mardi,17:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-07 15:37
2026-07-07,Mardi,18:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-07 15:37
2026-07-07,Mardi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-07 15:37
2026-07-07,Mardi,18:30,The Hot Room,The Hot Room,Burning Core Shape Laura,complet,0,25,25,True,False,2026-07-07 09:49
2026-07-07,Mardi,18:30,The Hot Room,The Hot Room,Full Body On Fire Laura,complet,0,25,25,True,False,2026-07-07 15:37
2026-07-07,Mardi,19:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-07 18:37
2026-07-07,Mardi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-07 18:37
2026-07-07,Mardi,19:30,The Hot Room,The Hot Room,Burning Core Shape Laura,disponible,,25,0,True,False,2026-07-07 09:49
2026-07-07,Mardi,19:30,The Hot Room,The Hot Room,Full Body On Fire Laura,disponible,,25,0,True,False,2026-07-07 18:37
2026-07-07,Mardi,20:30,The Hot Room,The Hot Room,Burning Core Shape Jeremie,disponible,,25,0,True,False,2026-07-07 09:49
2026-07-07,Mardi,20:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,disponible,,25,0,True,False,2026-07-07 18:37
2026-07-07,Mardi,21:30,The Hot Room,The Hot Room,Burning Core Shape Jeremie,disponible,,25,0,True,False,2026-07-07 09:49
2026-07-07,Mardi,21:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,presque complet,1,25,24,True,False,2026-07-07 18:37
2026-07-08,Mercredi,07:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-08 00:40
2026-07-08,Mercredi,08:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-08 00:40
2026-07-08,Mercredi,09:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-08 08:35
2026-07-08,Mercredi,10:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-08 08:35
2026-07-08,Mercredi,11:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,complet,0,25,25,True,False,2026-07-08 08:35
2026-07-08,Mercredi,11:30,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-08 08:35
2026-07-08,Mercredi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-08 08:35
2026-07-08,Mercredi,12:15,The Hot Room,The Hot Room,Full Body On Fire Fleur,disponible,,25,0,True,False,2026-07-08 11:30
2026-07-08,Mercredi,13:15,The Hot Room,The Hot Room,Full Body On Fire Fleur,disponible,,25,0,True,False,2026-07-08 11:30
2026-07-08,Mercredi,14:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-08 13:26
2026-07-08,Mercredi,15:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-08 15:10
2026-07-08,Mercredi,16:30,The Hot Room,The Hot Room,Full Body On Fire Lou,disponible,,25,0,True,False,2026-07-08 08:35
2026-07-08,Mercredi,17:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-08 15:10
2026-07-08,Mercredi,17:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-08 15:10
2026-07-08,Mercredi,17:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,presque complet,1,25,24,True,False,2026-07-08 15:10
2026-07-08,Mercredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,disponible,,25,0,True,True,2026-07-08 17:52
2026-07-08,Mercredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,True,2026-07-08 17:52
2026-07-08,Mercredi,18:30,The Hot Room,The Hot Room,Burning Flow Nina,disponible,,25,0,True,False,2026-07-08 15:10
2026-07-08,Mercredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-08 17:52
2026-07-08,Mercredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-08 15:10
2026-07-08,Mercredi,19:30,The Hot Room,The Hot Room,Burning Rituals Nina,disponible,,25,0,True,False,2026-07-08 17:52
2026-07-08,Mercredi,20:30,The Hot Room,The Hot Room,Full Body On Fire Carla,presque complet,1,25,24,True,False,2026-07-08 08:35
2026-07-08,Mercredi,21:30,The Hot Room,The Hot Room,Full Body On Fire Carla,disponible,,25,0,True,False,2026-07-08 08:35
2026-07-09,Jeudi,07:45,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-07-09 00:35
2026-07-09,Jeudi,09:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-09 00:35
2026-07-09,Jeudi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-09 00:35
2026-07-09,Jeudi,10:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-09 09:47
2026-07-09,Jeudi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie • Reformer,complet,0,25,25,True,False,2026-07-09 00:35
2026-07-09,Jeudi,12:15,The Hot Room,The Hot Room,Full Body On Fire Jeremie,disponible,,25,0,True,False,2026-07-09 00:35
2026-07-09,Jeudi,12:15,The Hot Room,The Hot Room,Full Body On Fire Marguerite,presque complet,1,25,24,True,False,2026-07-09 09:47
2026-07-09,Jeudi,13:15,The Hot Room,The Hot Room,Full Body On Fire Jeremie,disponible,,25,0,True,False,2026-07-09 09:47
2026-07-09,Jeudi,13:15,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-07-09 09:47
2026-07-09,Jeudi,14:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-09 13:16
2026-07-09,Jeudi,15:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-09 13:16
2026-07-09,Jeudi,16:30,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-07-09 13:16
2026-07-09,Jeudi,16:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,presque complet,1,25,24,True,False,2026-07-09 16:07
2026-07-09,Jeudi,17:30,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-07-09 13:16
2026-07-09,Jeudi,17:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,disponible,,25,0,True,False,2026-07-09 16:07
2026-07-09,Jeudi,18:30,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-09 16:07
2026-07-09,Jeudi,19:30,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-09 19:03
2026-07-09,Jeudi,20:30,The Hot Room,The Hot Room,Burning Flow Félicie,disponible,,25,0,True,False,2026-07-09 13:16
2026-07-09,Jeudi,20:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,complet,0,25,25,True,False,2026-07-09 16:07
2026-07-09,Jeudi,21:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-09 09:47
2026-07-10,Vendredi,12:15,The Hot Room,The Hot Room,Burning Barre Lou,disponible,,25,0,True,False,2026-07-10 09:44
2026-07-10,Vendredi,12:15,The Hot Room,The Hot Room,Burning Barre Sirine,presque complet,1,25,24,True,False,2026-07-10 09:44
2026-07-10,Vendredi,13:15,The Hot Room,The Hot Room,Burning Barre Sirine,presque complet,1,25,24,True,True,2026-07-10 13:14
2026-07-10,Vendredi,14:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,disponible,,25,0,True,False,2026-07-10 09:44
2026-07-10,Vendredi,15:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,presque complet,1,25,24,True,True,2026-07-10 15:29
2026-07-10,Vendredi,17:30,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-07-10 13:14
2026-07-10,Vendredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Laura,disponible,,25,0,True,False,2026-07-10 15:29
2026-07-10,Vendredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Laura,disponible,,25,0,True,False,2026-07-10 15:29
2026-07-10,Vendredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Laura,disponible,,25,0,True,False,2026-07-10 15:29
2026-07-10,Vendredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Laura,disponible,,25,0,True,False,2026-07-10 15:29
2026-07-11,Samedi,10:00,The Hot Room,The Hot Room,Full Body On Fire Hermione,disponible,,25,0,True,False,2026-07-11 08:22
2026-07-11,Samedi,11:00,The Hot Room,The Hot Room,Burning Barre Golda,presque complet,1,25,24,True,False,2026-07-11 10:22
2026-07-11,Samedi,11:00,The Hot Room,The Hot Room,Full Body On Fire Hermione,disponible,,25,0,True,False,2026-07-11 10:22
2026-07-11,Samedi,12:00,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-07-11 08:22
2026-07-11,Samedi,13:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-11 12:02
2026-07-11,Samedi,16:00,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-07-11 15:44
2026-07-11,Samedi,17:00,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-07-11 15:44
2026-07-11,Samedi,18:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-07-11 17:03
2026-07-11,Samedi,19:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,complet,0,25,25,True,False,2026-07-11 17:03
2026-07-12,Dimanche,10:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-07-12 08:42
2026-07-12,Dimanche,10:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-12 08:42
2026-07-12,Dimanche,11:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-07-12 08:42
2026-07-12,Dimanche,11:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-12 00:26
2026-07-12,Dimanche,12:15,The Hot Room,The Hot Room,Full Body On Fire Luana,disponible,,25,0,True,False,2026-07-12 11:09
2026-07-12,Dimanche,13:15,The Hot Room,The Hot Room,Full Body On Fire Luana,disponible,,25,0,True,False,2026-07-12 12:56
2026-07-12,Dimanche,16:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-12 14:04
2026-07-12,Dimanche,16:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-12 14:04
2026-07-12,Dimanche,17:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-12 16:07
2026-07-12,Dimanche,17:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-12 16:07
2026-07-12,Dimanche,18:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-07-12 11:09
2026-07-12,Dimanche,19:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-07-12 08:42
2026-07-12,Dimanche,20:00,The Hot Room,The Hot Room,Burning Flow Félicie,disponible,,25,0,True,False,2026-07-12 17:36
2026-07-13,Lundi,07:30,The Hot Room,The Hot Room,Full Body On Fire Audrey,presque complet,1,25,24,True,False,2026-07-13 00:27
2026-07-13,Lundi,10:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-07-13 09:30
2026-07-13,Lundi,11:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-07-13 09:30
2026-07-13,Lundi,11:30,The Hot Room,The Hot Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-07-13 09:30
2026-07-13,Lundi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-07-13 09:30
2026-07-13,Lundi,12:30,The Hot Room,The Hot Room,Semi - private reformer Kelly,complet,0,25,25,True,False,2026-07-13 09:30
2026-07-13,Lundi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Kelly,complet,0,25,25,True,False,2026-07-13 09:30
2026-07-13,Lundi,16:30,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-13 15:40
2026-07-13,Lundi,17:30,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-13 15:40
2026-07-14,Mardi,08:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-07-14 00:32
2026-07-14,Mardi,08:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-07-14 00:32
2026-07-14,Mardi,09:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-14 08:20
